id	type	temperature	humidity	windSpeed
1360	3	2	2	1
1361	3	2	3	1
1362	1	2	4	2
1363	0	2	5	2
1364	0	2	5	2
1365	0	2	3	3
1366	2	3	2	4
1367	0	3	2	4
1368	0	2	2	3
1369	3	2	3	3
1370	2	3	5	0
1371	4	3	5	0
1372	4	3	5	1
1373	0	3	4	4
1374	1	4	3	4
1375	0	4	1	4
1376	0	3	4	2
1377	2	3	4	2
1378	3	2	3	2
1379	3	1	4	2
1380	3	1	4	2
1381	3	2	3	3
1382	3	3	1	3
1383	3	3	2	3
1384	3	2	3	2
1385	3	2	3	2
1386	3	1	4	1
1387	3	1	4	0
1388	3	1	5	1
1389	3	2	3	1
1390	3	3	2	2
1391	1	3	3	2
1392	0	2	4	1
1393	0	2	4	1
1394	0	3	4	3
1395	1	3	4	3
1396	0	3	4	2
1397	2	3	4	4
1398	2	3	4	2
1399	2	3	5	4
1400	2	3	5	2
1401	2	3	5	4
1402	2	2	4	4
1403	0	2	3	3
1404	0	2	3	4
1405	1	2	3	4
1406	1	3	1	3
1407	0	3	1	4
1408	1	2	1	2
1409	0	2	3	2
1410	0	2	4	2
1411	2	2	4	3
1412	2	2	4	4
1413	2	2	3	2
1414	2	2	4	3
1415	2	2	3	3
1416	2	2	4	1
1417	0	2	4	1
1418	2	2	5	2
1419	0	2	5	0
1420	2	2	5	0
1421	2	2	4	1
1422	0	2	4	2
1423	0	2	4	3
1424	0	2	4	2
1425	0	2	5	2
1426	2	2	4	2
1427	0	2	5	1
1428	1	1	5	0
1429	1	2	4	2
1430	1	3	1	1
1431	0	3	1	1
1432	0	2	2	0
1433	1	2	4	0
1434	1	1	5	0
1435	1	1	5	0
1436	1	1	5	0
1437	0	2	4	0
1438	1	3	1	1
1439	0	3	1	1
1440	0	3	3	0
1441	0	2	4	0
1442	3	4	1	1
1443	3	3	3	0
1444	3	3	3	0
1445	3	5	1	0
1446	1	5	0	1
1447	1	5	0	0
1448	1	5	0	1
1449	1	4	2	0
1450	3	4	3	1
1451	3	4	4	1
1452	3	4	4	0
1453	1	5	2	1
1454	1	6	1	2
1455	0	6	0	3
1456	0	5	1	0
1457	0	5	2	0
1458	0	5	2	0
1459	0	4	3	0
1460	0	4	3	1
1461	0	5	1	0
1462	1	6	0	1
1463	0	6	0	2
1464	0	6	1	0
1465	0	5	2	0
1466	1	4	4	0
1467	1	4	4	0
1468	1	3	4	1
1469	1	5	2	0
1470	1	6	0	0
1471	1	6	0	1
1472	0	5	1	2
1473	0	5	1	0
1474	1	5	2	0
1475	3	4	4	1
1476	1	3	4	0
1477	1	5	3	0
1478	1	6	1	0
1479	0	5	3	4
1480	0	4	4	2
1481	1	4	4	0
1482	1	3	5	0
1483	1	3	5	1
1484	4	3	5	0
1485	1	4	4	0
1486	1	5	1	0
1487	1	5	1	0
1488	1	5	1	1
1489	1	4	4	0
1490	1	4	4	0
1491	3	3	5	0
1492	3	3	5	0
1493	3	5	3	0
1494	1	5	1	1
1495	1	5	1	2
1496	1	5	1	0
1497	3	4	4	0
1498	3	4	4	0
1499	3	3	5	0
1500	4	3	5	1
1501	3	5	2	1
1502	1	6	1	2
1503	0	6	0	2
1504	0	5	1	1
1505	0	5	2	0
1506	1	4	4	1
1507	1	4	3	1
1508	0	4	3	2
1509	0	4	3	2
1510	0	5	1	1
1511	4	5	1	4
1512	1	5	1	1
1513	1	4	4	2
1514	1	3	4	0
1515	1	3	5	2
1516	0	3	5	1
1517	0	5	2	0
1518	0	5	1	1
1519	0	5	0	2
1520	0	5	1	0
1521	0	5	2	1
1522	2	4	2	2
1523	2	4	4	0
1524	2	4	5	2
1525	2	4	5	2
1526	2	4	5	1
1527	2	4	4	1
1528	2	4	5	2
1529	2	4	5	2
1530	3	3	3	0
1531	3	3	4	0
1532	1	3	4	0
1533	1	5	1	0
1534	1	5	0	1
1535	1	6	0	1
1536	1	5	0	0
1537	1	4	2	0
1538	2	4	5	3
1539	2	3	5	3
1540	0	3	4	3
1541	0	4	3	4
1542	0	4	2	4
1543	0	4	1	4
1544	0	4	2	2
1545	0	3	1	3
1546	2	3	2	2
1547	0	3	2	1
1548	0	3	3	1
1549	0	3	3	1
1550	0	3	3	0
1551	1	3	3	0
1552	1	2	4	0
1553	1	2	4	0
1554	1	2	4	0
1555	0	3	4	0
1556	0	3	4	1
1557	0	3	4	0
1558	1	3	2	2
1559	1	4	1	1
1560	1	4	1	0
1561	3	2	4	1
1562	3	2	4	0
1563	3	2	5	0
1564	3	2	5	0
1565	1	3	3	0
1566	1	4	1	2
1567	1	5	0	2
1568	1	4	1	0
1569	1	3	4	0
1570	1	2	5	0
1571	3	2	5	0
1572	1	2	5	0
1573	1	3	3	0
1574	1	5	1	1
1575	1	5	1	0
1576	0	4	1	0
1577	0	3	4	0
1578	1	3	4	0
1579	1	2	5	0
1580	3	2	5	0
1581	0	3	4	0
1582	2	4	1	2
1583	2	4	1	2
1584	0	4	1	1
1585	0	3	3	1
1586	1	3	4	1
1587	1	2	5	1
1588	1	2	4	2
1589	1	3	3	1
1590	1	4	1	2
1591	0	5	0	1
1592	0	4	1	1
1593	0	3	2	0
1594	0	3	4	0
1595	1	2	4	0
1596	1	2	5	0
1597	1	2	4	0
1598	1	4	1	0
1599	1	5	0	0

